t_rel_s,chamber_set_c,chamber_actual_c,chamber_on,GR07_rate_hz,GR06_rate_hz
6299.503,65.000,63.900,1,1021141.765,159738.384
6300.516,65.000,63.900,1,1021173.586,159709.112
6301.498,65.000,63.900,1,1021138.195,159720.025
6302.502,65.000,63.900,1,1021153.995,159767.193
6303.498,65.000,63.900,1,1021442.194,159765.333
6304.503,65.000,63.900,1,1021188.220,159736.856
6305.489,65.000,63.900,1,1021452.108,159757.316
6306.502,65.000,63.900,1,1021514.717,159726.704
6307.504,65.000,63.900,1,1020618.681,159737.791
6308.500,65.000,63.900,1,1020673.268,159783.795
6309.489,65.000,63.900,1,1020833.715,159808.352
6310.498,65.000,63.900,1,1021031.902,159793.645
6311.488,65.000,63.900,1,1020795.079,159880.220
6312.502,65.000,63.900,1,1021204.696,159856.390
6313.483,65.000,63.900,1,1021229.783,159795.641
6314.499,65.000,63.900,1,1021819.056,159768.377
6315.500,65.000,63.900,1,1021712.769,159718.494
6316.494,65.000,63.928,1,1021688.695,159751.832
6317.501,65.000,64.000,1,1021666.968,159754.895
6318.504,65.000,64.000,1,1021913.317,159832.509
6319.504,65.000,64.000,1,1021457.558,159785.499
6320.515,65.000,64.000,1,1020761.666,159820.992
6321.504,65.000,64.000,1,1020893.983,159837.847
6322.496,65.000,64.000,1,1021215.477,159857.447
6323.489,65.000,64.000,1,1021448.075,159777.722
6324.484,65.000,64.000,1,1021407.980,159786.779
6325.502,65.000,64.000,1,1021651.970,159915.258
6326.505,65.000,64.000,1,1021602.023,159850.339
6327.500,65.000,64.000,1,1021483.807,159849.354
6328.492,65.000,64.000,1,1021797.636,159777.407
6329.494,65.000,64.000,1,1021869.331,159867.428
6330.507,65.000,64.000,1,1022626.345,159887.514
6331.498,65.000,64.063,1,1022952.779,159962.904
6332.507,65.000,64.100,1,1022840.326,159890.659
6333.520,65.000,64.100,1,1022416.682,159933.294
6334.509,65.000,64.100,1,1022057.076,159878.192
6335.502,65.000,64.100,1,1022345.258,159885.832
6336.490,65.000,64.100,1,1023289.148,159865.025
6337.490,65.000,64.100,1,1023047.327,159946.911
6338.487,65.000,64.100,1,1022245.312,159875.984
6339.490,65.000,64.100,1,1022617.178,159894.714
6340.492,65.000,64.100,1,1022511.931,159951.671
6341.508,65.000,64.100,1,1022502.961,159924.498
6342.494,65.000,64.117,1,1022606.000,159901.191
6343.504,65.000,64.200,1,1022511.090,159924.794
6344.494,65.000,64.200,1,1022596.681,160076.523
6345.497,65.000,64.200,1,1022829.078,159902.006
6346.503,65.000,64.200,1,1023018.336,159960.101
6347.499,65.000,64.200,1,1022638.874,159929.850
6348.513,65.000,64.200,1,1022917.589,159958.530
6349.496,65.000,64.200,1,1022968.960,160003.178
6350.502,65.000,64.200,1,1023055.079,159910.876
6351.507,65.000,64.200,1,1023075.869,159972.695
6352.510,65.000,64.200,1,1023101.463,159991.246
6353.498,65.000,64.200,1,1023045.812,160064.811
6354.493,65.000,64.200,1,1024111.633,159950.514
6355.504,65.000,64.276,1,1023771.347,159997.638
6356.499,65.000,64.300,1,1023245.318,160008.727
6357.503,65.000,64.300,1,1023262.930,160007.559
6358.508,65.000,64.300,1,1023473.507,159978.472
6359.501,65.000,64.300,1,1024116.318,160111.607
6360.495,65.000,64.300,1,1023670.986,160036.177
6361.500,65.000,64.300,1,1023697.022,159992.816
6362.503,65.000,64.300,1,1023598.841,159953.735
6363.503,65.000,64.300,1,1023649.428,160089.921
6364.491,65.000,64.300,1,1023628.170,160080.463
6365.502,65.000,64.300,1,1023646.971,160011.912
6366.495,65.000,64.300,1,1023759.580,159988.816
6367.498,65.000,64.313,1,1023805.380,159966.322
6368.498,65.000,64.400,1,1024027.001,160039.690
6369.501,65.000,64.400,1,1024074.340,160027.601
6370.499,65.000,64.400,1,1024269.022,160121.269
6371.507,65.000,64.400,1,1024174.126,160072.790
6372.496,65.000,64.400,1,1024227.066,160011.699
6373.505,65.000,64.400,1,1024330.946,160098.353
6374.509,65.000,64.400,1,1024395.578,159988.379
6375.508,65.000,64.400,1,1024675.241,160066.425
6376.502,65.000,64.400,1,1025092.596,160081.055
6377.504,65.000,64.400,1,1025080.938,160144.643
6378.497,65.000,64.400,1,1024884.111,160148.904
6379.492,65.000,64.400,1,1024755.613,160061.275
6380.498,65.000,64.400,1,1024904.161,160076.507
6381.489,65.000,64.400,1,1024896.698,160144.807
6382.503,65.000,64.400,1,1024723.925,160086.626
6383.503,65.000,64.449,1,1024658.432,160075.511
6384.511,65.000,64.500,1,1024563.962,160002.753
6385.513,65.000,64.500,1,1024533.083,160070.894
6386.485,65.000,64.500,1,1024841.929,160063.751
6387.501,65.000,64.500,1,1024909.674,160101.155
6388.497,65.000,64.500,1,1024957.941,160106.384
6389.497,65.000,64.500,1,1025278.039,160172.762
6390.498,65.000,64.500,1,1025158.540,160107.161
6391.508,65.000,64.500,1,1025135.846,160100.539
6392.490,65.000,64.500,1,1025305.798,160053.666
6393.510,65.000,64.500,1,1025280.501,160007.515
6394.495,65.000,64.500,1,1025391.575,160060.822
6395.498,65.000,64.500,1,1025495.326,160077.984
6396.502,65.000,64.500,1,1025639.061,160133.010
6397.496,65.000,64.500,1,1025849.108,160063.987
6398.502,65.000,64.500,1,1025752.410,160122.226
6399.492,65.000,64.500,1,1025455.930,160113.867
6400.478,65.000,64.500,1,1025494.222,160137.883
6401.492,65.000,64.500,1,1025510.856,160187.866
6402.493,65.000,64.500,1,1025462.094,160111.158
6403.499,65.000,64.572,1,1025516.776,160155.116
6404.508,65.000,64.600,1,1025625.237,160102.857
6405.500,65.000,64.600,1,1026708.283,160087.258
6406.503,65.000,64.600,1,1027053.780,160113.558
6407.500,65.000,64.600,1,1027006.546,160120.581
6408.504,65.000,64.600,1,1026823.050,160153.354
6409.501,65.000,64.600,1,1025901.022,160210.545
6410.496,65.000,64.600,1,1026806.344,160220.644
6411.494,65.000,64.600,1,1026898.971,160177.705
6412.503,65.000,64.600,1,1026260.054,160180.378
6413.496,65.000,64.600,1,1026052.580,160208.046
6414.506,65.000,64.600,1,1025998.372,160199.385
6415.485,65.000,64.600,1,1026031.572,160153.041
6416.490,65.000,64.600,1,1026060.520,160095.156
6417.487,65.000,64.600,1,1026031.770,160166.699
6418.498,65.000,64.600,1,1026055.153,160149.123
6419.500,65.000,64.600,1,1026365.285,160208.119
6420.491,65.000,64.600,1,1027042.031,160184.701
6421.509,65.000,64.600,1,1026841.906,160096.472
6422.489,65.000,64.600,1,1026441.286,160146.202
6423.506,65.000,64.600,1,1025708.594,160175.259
6424.497,65.000,64.600,1,1025874.065,160179.068
6425.499,65.000,64.600,1,1025782.728,160293.320
6426.484,65.000,64.600,1,1026022.493,160206.182
6427.507,65.000,64.600,1,1025833.834,160239.732
6428.499,65.000,64.600,1,1025974.622,160168.439
6429.495,65.000,64.600,1,1026054.913,160134.508
6430.492,65.000,64.600,1,1026432.016,160100.090
6431.495,65.000,64.600,1,1026495.606,160113.051
6432.492,65.000,64.600,1,1026288.183,160181.650
6433.499,65.000,64.600,1,1026079.963,160217.555
6434.498,65.000,64.600,1,1026035.726,160204.124
6435.499,65.000,64.600,1,1026079.678,160219.904
6436.510,65.000,64.600,1,1026005.603,160234.182
6437.491,65.000,64.600,1,1025899.899,160263.308
6438.507,65.000,64.600,1,1026196.944,160201.334
6439.494,65.000,64.600,1,1026075.232,160175.209
6440.496,65.000,64.600,1,1026032.862,160125.154
6441.493,65.000,64.600,1,1026080.989,160231.776
6442.489,65.000,64.600,1,1026046.956,160174.384
6443.495,65.000,64.600,1,1026294.133,160160.711
6444.482,65.000,64.600,1,1026948.084,160202.359
6445.498,65.000,64.600,1,1027432.364,160156.419
6446.501,65.000,64.600,1,1027425.712,160161.286
6447.500,65.000,64.600,1,1026764.968,160262.403
6448.500,65.000,64.600,1,1025868.107,160139.525
6449.482,65.000,64.600,1,1025923.589,160165.848
6450.503,65.000,64.600,1,1025911.047,160154.614
6451.503,65.000,64.600,1,1026016.747,160152.251
6452.502,65.000,64.600,1,1025857.427,160186.041
6453.494,65.000,64.600,1,1025706.800,160207.748
6454.510,65.000,64.600,1,1025874.694,160177.603
6455.494,65.000,64.600,1,1026124.619,160162.805
6456.499,65.000,64.600,1,1026128.416,160210.145
6457.510,65.000,64.600,1,1025954.793,160248.071
6458.494,65.000,64.600,1,1025937.023,160192.108
6459.503,65.000,64.600,1,1026248.387,160188.484
6460.492,65.000,64.600,1,1025923.761,160180.260
6461.496,65.000,64.600,1,1025969.365,160218.692
6462.492,65.000,64.600,1,1026196.724,160173.283
6463.495,65.000,64.600,1,1026232.853,160201.181
6464.499,65.000,64.600,1,1026548.442,160198.265
6465.501,65.000,64.600,1,1026572.853,160189.253
6466.506,65.000,64.600,1,1026179.908,160188.092
6467.501,65.000,64.600,1,1026132.368,160162.601
6468.499,65.000,64.600,1,1026172.849,160162.890
6469.504,65.000,64.600,1,1025851.673,160158.154
6470.515,65.000,64.600,1,1025807.671,160124.858
6471.504,65.000,64.600,1,1025965.902,160200.338
6472.504,65.000,64.600,1,1026228.262,160189.001
6473.510,65.000,64.600,1,1026320.075,160202.659
6474.504,65.000,64.600,1,1025968.501,160212.139
6475.511,65.000,64.600,1,1026497.420,160166.920
6476.507,65.000,64.600,1,1026832.708,160196.336
6477.493,65.000,64.600,1,1027007.450,160240.503
6478.502,65.000,64.600,1,1026943.785,160217.051
6479.514,65.000,64.600,1,1025985.455,160194.009
6480.518,65.000,64.600,1,1026018.559,160186.313
6481.488,65.000,64.600,1,1025894.924,160205.245
6482.497,65.000,64.600,1,1025984.678,160237.068
6483.499,65.000,64.600,1,1025963.581,160242.730
6484.515,65.000,64.600,1,1026978.247,160143.530
6485.496,65.000,64.600,1,1026419.125,160145.968
6486.514,65.000,64.600,1,1026037.533,160162.283
6487.501,65.000,64.600,1,1026172.225,160152.570
6488.496,65.000,64.600,1,1026375.689,160163.207
6489.487,65.000,64.600,1,1027077.386,160166.759
6490.503,65.000,64.600,1,1026506.096,160176.188
6491.503,65.000,64.600,1,1026140.206,160188.766
6492.504,65.000,64.600,1,1026057.047,160198.194
6493.485,65.000,64.600,1,1026186.296,160201.844
6494.491,65.000,64.600,1,1026049.942,160176.489
6495.496,65.000,64.600,1,1025925.059,160184.890
6496.492,65.000,64.600,1,1027038.240,160094.376
6497.501,65.000,64.600,1,1027132.237,160089.337
6498.494,65.000,64.600,1,1026912.936,160142.087
6499.501,65.000,64.600,1,1026113.743,160155.610
6500.504,65.000,64.600,1,1026650.153,160203.849
6501.498,65.000,64.600,1,1026303.588,160120.390
6502.506,65.000,64.600,1,1026008.968,160159.390
6503.499,65.000,64.600,1,1026044.432,160198.683
6504.487,65.000,64.600,1,1026197.538,160118.076
6505.485,65.000,64.600,1,1026148.712,160081.831
6506.500,65.000,64.600,1,1026227.714,160183.906
6507.484,65.000,64.600,1,1026017.042,160186.536
6508.508,65.000,64.600,1,1026134.688,160102.207
6509.487,65.000,64.600,1,1026385.468,160090.491
6510.490,65.000,64.600,1,1026657.137,160180.394
6511.511,65.000,64.600,1,1025897.396,160204.249
6512.501,65.000,64.600,1,1025900.928,160108.773
6513.492,65.000,64.600,1,1026294.334,160110.514
6514.487,65.000,64.600,1,1026547.981,160127.428
6515.508,65.000,64.600,1,1026147.771,160127.264
6516.490,65.000,64.600,1,1026274.018,160119.205
6517.515,65.000,64.600,1,1026699.628,160127.529
6518.483,65.000,64.600,1,1026389.995,160208.430
6519.493,65.000,64.600,1,1026401.355,160173.162
6520.508,65.000,64.600,1,1026221.861,160091.083
6521.507,65.000,64.600,1,1026296.333,160157.954
6522.497,65.000,64.600,1,1026141.863,160149.572
6523.505,65.000,64.600,1,1026236.966,160088.748
6524.512,65.000,64.600,1,1026223.132,160094.818
6525.497,65.000,64.600,1,1025971.661,160130.290
6526.495,65.000,64.600,1,1026086.813,160148.168
6527.505,65.000,64.600,1,1026078.988,160116.148
6528.510,65.000,64.600,1,1025868.173,160083.656
6529.503,65.000,64.600,1,1025954.302,160094.450
6530.492,65.000,64.600,1,1027056.274,160145.463
6531.511,65.000,64.600,1,1026356.643,160228.916
6532.496,65.000,64.600,1,1025707.517,160089.159
6533.495,65.000,64.600,1,1025785.894,160098.572
6534.512,65.000,64.600,1,1025773.583,160108.729
6535.497,65.000,64.600,1,1025827.182,160079.960
6536.483,65.000,64.600,1,1025835.604,160149.184
6537.504,65.000,64.600,1,1025660.364,160180.887
6538.510,65.000,64.600,1,1025921.302,160146.883
6539.493,65.000,64.600,1,1025894.373,160199.699
6540.505,65.000,64.600,1,1025748.639,160124.299
6541.512,65.000,64.600,1,1025822.311,160095.512
6542.491,65.000,64.600,1,1025840.870,160144.355
6543.484,65.000,64.600,1,1025991.036,160235.889
6544.495,65.000,64.600,1,1026605.161,160136.925
6545.497,65.000,64.600,1,1025993.549,160138.399
6546.483,65.000,64.600,1,1025937.261,160140.250
6547.497,65.000,64.600,1,1025875.136,160238.272
6548.503,65.000,64.600,1,1026890.685,160209.805
6549.499,65.000,64.600,1,1026831.919,160145.728
6550.492,65.000,64.600,1,1026878.342,160134.346
6551.505,65.000,64.600,1,1025771.605,160185.617
6552.497,65.000,64.600,1,1025748.281,160105.941
6553.496,65.000,64.600,1,1025823.254,160127.707
6554.501,65.000,64.600,1,1027134.315,160148.799
6555.498,65.000,64.600,1,1027289.758,160122.855
6556.508,65.000,64.600,1,1027302.511,160143.571
6557.500,65.000,64.600,1,1027316.170,160151.668
6558.501,65.000,64.600,1,1026678.110,160159.707
6559.484,65.000,64.600,1,1025902.598,160157.013
6560.500,65.000,64.600,1,1025514.907,160164.390
6561.512,65.000,64.600,1,1025486.451,160162.875
6562.496,65.000,64.600,1,1025688.614,160130.923
6563.508,65.000,64.600,1,1025695.318,160185.942
6564.513,65.000,64.600,1,1025569.218,160184.752
6565.501,65.000,64.600,1,1025663.790,160130.421
6566.507,65.000,64.600,1,1025659.709,160078.684
6567.501,65.000,64.600,1,1025782.356,160065.047
6568.496,65.000,64.600,1,1025817.176,160083.091
6569.498,65.000,64.600,1,1025732.415,160080.161
6570.494,65.000,64.600,1,1026665.611,160161.514
6571.507,65.000,64.600,1,1026804.443,160162.004
6572.504,65.000,64.600,1,1026070.866,160199.524
6573.511,65.000,64.600,1,1026379.864,160192.725
6574.498,65.000,64.600,1,1026957.552,160181.573
6575.497,65.000,64.600,1,1026858.668,160139.004
6576.497,65.000,64.600,1,1026866.566,160120.396
6577.483,65.000,64.600,1,1026972.491,160204.554
6578.502,65.000,64.600,1,1026960.878,160136.930
6579.504,65.000,64.600,1,1026858.142,160121.943
6580.511,65.000,64.600,1,1026101.328,160056.968
6581.508,65.000,64.600,1,1025966.588,160093.176
6582.514,65.000,64.600,1,1025740.771,160176.037
6583.507,65.000,64.600,1,1025679.974,160069.995
6584.506,65.000,64.600,1,1025736.517,160069.949
6585.517,65.000,64.600,1,1026102.703,160159.623
6586.515,65.000,64.600,1,1026228.424,160132.629
6587.505,65.000,64.600,1,1026377.801,160145.600
6588.490,65.000,64.600,1,1026406.414,160119.402
6589.496,65.000,64.600,1,1026252.645,160125.923
6590.504,65.000,64.600,1,1026458.229,160134.545
6591.499,65.000,64.600,1,1026123.968,160164.107
6592.506,65.000,64.600,1,1026084.979,160120.352
6593.497,65.000,64.600,1,1026211.150,160129.748
6594.522,65.000,64.600,1,1026138.438,160118.495
6595.493,65.000,64.600,1,1026028.350,160129.802
6596.505,65.000,64.600,1,1026809.880,160142.164
6597.497,65.000,64.600,1,1025971.582,160116.062
6598.485,65.000,64.600,1,1025981.989,160084.358
6599.502,65.000,64.600,1,1025785.891,160081.207
6600.516,65.000,64.600,1,1025955.358,160105.800
6601.496,65.000,64.600,1,1026275.066,160130.827
6602.492,65.000,64.600,1,1027143.308,160150.802
6603.496,65.000,64.600,1,1027285.876,160144.789
6604.503,65.000,64.600,1,1027116.954,160154.303
6605.486,65.000,64.600,1,1027116.737,160201.183
6606.502,65.000,64.600,1,1026798.809,160121.559
6607.497,65.000,64.600,1,1025950.256,160116.070
6608.496,65.000,64.600,1,1025793.531,160143.967
6609.494,65.000,64.600,1,1025789.547,160144.112
6610.514,65.000,64.600,1,1025949.885,160207.725
6611.518,65.000,64.600,1,1026178.624,160181.181
6612.501,65.000,64.600,1,1025729.431,160199.984
6613.504,65.000,64.600,1,1026046.374,160127.694
6614.498,65.000,64.600,1,1026047.260,160141.133
6615.502,65.000,64.600,1,1026072.183,160156.894
6616.495,65.000,64.600,1,1026205.794,160173.753
6617.492,65.000,64.600,1,1026423.110,160167.931
6618.508,65.000,64.600,1,1026405.318,160144.454
6619.501,65.000,64.600,1,1026669.586,160136.910
6620.487,65.000,64.600,1,1026191.397,160140.723
6621.498,65.000,64.600,1,1026243.165,160175.856
6622.498,65.000,64.600,1,1026924.527,160246.508
6623.505,65.000,64.600,1,1027290.748,160232.513
6624.500,65.000,64.600,1,1026684.050,160138.270
6625.505,65.000,64.600,1,1026385.494,160160.969
6626.493,65.000,64.600,1,1026243.835,160223.354
6627.491,65.000,64.600,1,1026277.972,160257.849
6628.498,65.000,64.600,1,1026415.009,160175.508
6629.520,65.000,64.600,1,1026659.260,160174.412
6630.499,65.000,64.600,1,1026843.483,160152.308
6631.484,65.000,64.600,1,1027843.172,160153.571
6632.487,65.000,64.600,1,1026805.629,160151.370
6633.506,65.000,64.600,1,1026511.160,160088.579
6634.494,65.000,64.600,1,1026782.435,160082.580
6635.513,65.000,64.600,1,1026861.103,160154.211
6636.520,65.000,64.600,1,1026770.250,160182.213
6637.512,65.000,64.600,1,1026547.593,160174.411
6638.499,65.000,64.600,1,1026816.097,160181.023
6639.495,65.000,64.600,1,1026738.421,160205.934
6640.495,65.000,64.600,1,1026434.798,160145.955
6641.502,65.000,64.600,1,1026700.139,160139.463
6642.490,65.000,64.679,1,1026845.741,160148.141
6643.505,65.000,64.626,1,1026446.466,160149.123
6644.509,65.000,64.669,1,1026336.771,160209.101
6645.510,65.000,64.700,1,1026551.043,160131.603
6646.503,65.000,64.700,1,1026539.362,160184.512
6647.498,65.000,64.700,1,1026597.151,160172.353
6648.497,65.000,64.700,1,1026730.251,160192.779
6649.496,65.000,64.700,1,1026666.656,160234.213
6650.491,65.000,64.700,1,1026598.146,160201.397
6651.501,65.000,64.700,1,1026560.924,160212.346
6652.503,65.000,64.700,1,1026708.373,160209.526
6653.501,65.000,64.700,1,1026836.822,160165.923
6654.508,65.000,64.700,1,1026945.829,160156.812
6655.504,65.000,64.700,1,1026958.929,160147.055
6656.488,65.000,64.700,1,1026841.290,160173.100
6657.507,65.000,64.700,1,1026552.118,160319.013
6658.505,65.000,64.700,1,1026628.968,160194.825
6659.518,65.000,64.700,1,1026470.163,160189.177
6660.505,65.000,64.700,1,1026670.306,160159.798
6661.510,65.000,64.700,1,1026945.605,160151.368
6662.488,65.000,64.700,1,1026826.029,160149.058
6663.507,65.000,64.700,1,1026749.583,160189.642
6664.497,65.000,64.700,1,1026848.105,160210.810
6665.505,65.000,64.700,1,1026909.021,160194.946
6666.506,65.000,64.700,1,1026955.414,160209.945
6667.504,65.000,64.700,1,1026879.275,160148.176
6668.517,65.000,64.700,1,1026741.110,160237.319
6669.495,65.000,64.700,1,1026675.006,160222.091
6670.499,65.000,64.700,1,1027952.791,160188.831
6671.494,65.000,64.700,1,1027804.226,160252.082
6672.489,65.000,64.700,1,1027547.350,160271.737
6673.502,65.000,64.700,1,1026873.632,160194.856
6674.510,65.000,64.700,1,1026851.438,160202.899
6675.483,65.000,64.700,1,1027220.987,160203.989
6676.495,65.000,64.700,1,1027208.042,160152.934
6677.504,65.000,64.700,1,1026806.545,160171.921
6678.498,65.000,64.700,1,1027523.339,160184.269
6679.498,65.000,64.700,1,1028034.943,160185.843
6680.507,65.000,64.700,1,1028020.486,160207.729
6681.508,65.000,64.700,1,1027948.022,160228.532
6682.507,65.000,64.700,1,1028027.661,160232.058
6683.505,65.000,64.700,1,1027987.266,160232.263
6684.503,65.000,64.700,1,1027810.794,160230.890
6685.510,65.000,64.700,1,1026813.763,160220.687
6686.503,65.000,64.700,1,1027614.939,160319.106
6687.492,65.000,64.700,1,1027961.839,160152.221
6688.501,65.000,64.700,1,1028431.398,160148.271
6689.503,65.000,64.700,1,1027988.741,160214.126
6690.481,65.000,64.700,1,1027958.149,160181.030
6691.492,65.000,64.700,1,1026935.960,160218.604
6692.502,65.000,64.700,1,1026907.313,160217.621
6693.509,65.000,64.700,1,1027126.827,160263.667
6694.509,65.000,64.700,1,1027072.633,160196.500
6695.501,65.000,64.700,1,1027215.749,160208.230
6696.495,65.000,64.700,1,1027228.547,160130.089
6697.495,65.000,64.700,1,1027319.260,160157.704
6698.495,65.000,64.700,1,1027210.059,160175.901
6699.496,65.000,64.700,1,1026885.750,160165.362
6700.499,65.000,64.700,1,1026975.836,160163.981
6701.490,65.000,64.700,1,1027003.540,160157.373
6702.500,65.000,64.700,1,1027979.470,160123.790
6703.495,65.000,64.700,1,1027255.135,160168.914
6704.494,65.000,64.700,1,1027037.965,160180.512
6705.491,65.000,64.700,1,1027784.105,160141.111
6706.510,65.000,64.700,1,1027202.591,160145.109
6707.505,65.000,64.700,1,1026912.823,160165.113
6708.499,65.000,64.700,1,1026931.369,160182.220
6709.490,65.000,64.700,1,1026946.871,160259.511
6710.510,65.000,64.700,1,1026927.076,160250.524
6711.494,65.000,64.700,1,1026918.319,160227.468
6712.505,65.000,64.700,1,1026873.641,160244.504
6713.494,65.000,64.700,1,1027144.108,160214.939
6714.493,65.000,64.700,1,1027152.478,160206.732
6715.505,65.000,64.700,1,1026907.631,160192.878
6716.505,65.000,64.700,1,1026848.967,160186.708
6717.487,65.000,64.700,1,1026743.712,160237.153
6718.494,65.000,64.700,1,1027149.569,160251.898
6719.483,65.000,64.700,1,1027365.944,160297.557
6720.497,65.000,64.700,1,1028331.231,160208.001
6721.498,65.000,64.700,1,1028592.535,160248.849
6722.500,65.000,64.700,1,1028451.078,160199.485
6723.506,65.000,64.700,1,1028318.377,160252.843
6724.507,65.000,64.700,1,1028037.256,160211.852
6725.489,65.000,64.700,1,1027431.874,160237.403
6726.509,65.000,64.700,1,1027008.417,160173.436
6727.498,65.000,64.700,1,1027031.286,160163.435
6728.514,65.000,64.700,1,1026997.107,160183.013
6729.490,65.000,64.700,1,1027243.317,160164.488
6730.489,65.000,64.700,1,1027500.765,160214.046
6731.486,65.000,64.700,1,1027489.477,160274.881
6732.505,65.000,64.700,1,1027369.196,160257.850
6733.498,65.000,64.700,1,1028090.379,160336.945
6734.495,65.000,64.700,1,1028232.986,160209.139
6735.500,65.000,64.700,1,1027645.305,160204.833
6736.512,70.000,64.700,1,1027034.343,160322.733
6737.523,70.000,64.700,1,1027009.041,160309.349
6738.514,70.000,64.700,1,1027075.629,160256.049
6739.493,70.000,64.700,1,1027065.760,160342.280
6740.490,70.000,64.700,1,1027104.557,160322.625
6741.494,70.000,64.700,1,1027116.319,160228.013
6742.498,70.000,64.700,1,1027282.117,160238.031
6743.509,70.000,64.700,1,1027124.727,160242.685
6744.496,70.000,64.700,1,1027254.911,160215.155
6745.495,70.000,64.700,1,1027254.802,160182.547
6746.499,70.000,64.700,1,1027387.643,160246.599
6747.505,70.000,64.700,1,1027348.764,160247.553
6748.496,70.000,64.733,1,1027246.954,160329.604
6749.499,70.000,64.800,1,1027449.470,160294.316
6750.509,70.000,64.800,1,1027483.645,160288.746
6751.497,70.000,64.800,1,1027703.012,160320.574
6752.508,70.000,64.800,1,1027606.714,160293.719
6753.506,70.000,64.800,1,1027787.006,160208.008
6754.506,70.000,64.820,1,1027847.542,160260.098
6755.508,70.000,64.900,1,1027999.031,160272.742
6756.499,70.000,64.900,1,1028179.909,160263.407
6757.498,70.000,64.900,1,1028126.398,160285.577
6758.500,70.000,64.900,1,1028239.235,160308.032
6759.500,70.000,65.000,1,1028466.145,160350.353
6760.502,70.000,65.000,1,1028672.697,160341.531
6761.511,70.000,65.000,1,1028819.233,160354.484
6762.494,70.000,65.000,1,1028969.189,160408.835
6763.485,70.000,65.088,1,1029241.089,160440.073
6764.495,70.000,65.100,1,1029351.960,160335.165
6765.502,70.000,65.177,1,1029492.375,160336.453
6766.508,70.000,65.200,1,1029646.530,160407.794
6767.497,70.000,65.200,1,1030029.986,160368.693
6768.508,70.000,65.269,1,1030152.203,160368.442
6769.499,70.000,65.300,1,1030202.657,160418.169
6770.504,70.000,65.300,1,1030401.317,160357.820
6771.493,70.000,65.346,1,1030579.753,160404.346
6772.501,70.000,65.400,1,1030659.955,160457.204
6773.510,70.000,65.447,1,1030766.619,160522.559
6774.503,70.000,65.500,1,1030913.973,160526.836
6775.502,70.000,65.538,1,1031182.806,160602.650
6776.497,70.000,65.600,1,1031562.375,160571.216
6777.495,70.000,65.625,1,1031481.726,160618.738
6778.511,70.000,65.731,1,1031467.296,160612.170
6779.499,70.000,65.800,1,1031754.038,160613.153
6780.505,70.000,65.819,1,1031588.250,160597.985
6781.498,70.000,65.900,1,1031633.202,160620.534
6782.486,70.000,65.908,1,1031789.638,160715.680
6783.515,70.000,66.000,1,1031990.819,160827.199
6784.510,70.000,66.000,1,1031940.807,160765.374
6785.501,70.000,66.099,1,1031961.266,160790.583
6786.505,70.000,66.100,1,1032038.109,160873.460
6787.497,70.000,66.195,1,1032089.873,160874.180
6788.512,70.000,66.291,1,1032084.129,160901.710
6789.515,70.000,66.300,1,1032105.333,160903.376
6790.484,70.000,66.382,1,1032132.963,160945.079
6791.490,70.000,66.400,1,1032155.328,160930.952
6792.497,70.000,66.477,1,1032176.502,160910.651
6793.492,70.000,66.574,1,1032186.640,160965.438
6794.501,70.000,66.600,1,1032202.499,161038.120
6795.493,70.000,66.671,1,1032218.470,161030.235
6796.509,70.000,66.765,1,1032229.854,161051.834
6797.502,70.000,66.800,1,1032235.947,161122.267
6798.508,70.000,66.852,1,1032240.476,161225.063
6799.505,70.000,66.900,1,1032245.834,161241.262
6800.498,70.000,66.941,1,1032250.468,161234.385
6801.496,70.000,67.036,1,1032254.448,161221.255
6802.500,70.000,67.100,1,1032257.507,161258.452
6803.499,70.000,67.138,1,1032260.785,161295.320
6804.501,70.000,67.235,1,1032264.689,161453.485
6805.503,70.000,67.300,1,1032283.587,161412.251
6806.498,70.000,67.316,1,1032296.887,161439.615
6807.492,70.000,67.400,1,1032309.551,161509.672
6808.501,70.000,67.419,1,1032325.249,161573.964
6809.501,70.000,67.506,1,1032329.405,161588.740
6810.502,70.000,67.600,1,1032321.641,161508.411
6811.495,70.000,67.600,1,1032335.237,161589.218
6812.489,70.000,67.700,1,1032390.268,161589.189
6813.497,70.000,67.798,1,1032426.248,161595.292
6814.502,70.000,67.800,1,1032458.520,161703.446
6815.492,70.000,67.891,1,1032543.310,161605.544
6816.507,70.000,67.986,1,1032565.379,161618.088
6817.491,70.000,68.000,1,1032615.935,161698.744
6818.494,70.000,68.000,1,1032669.586,161748.310
6819.502,70.000,68.076,1,1032613.283,161762.381
6820.499,70.000,68.171,1,1032634.083,161751.677
6821.512,70.000,68.262,1,1032728.719,161765.612
6822.493,70.000,68.300,1,1032859.046,161786.461
6823.488,70.000,68.357,1,1032926.098,161858.419
6824.505,70.000,68.452,1,1033382.296,161884.922
6825.492,70.000,68.500,1,1033403.502,161852.836
6826.494,70.000,68.549,1,1033391.326,161878.619
6827.500,70.000,68.600,1,1033848.596,161879.340
6828.494,70.000,68.631,1,1034206.382,161974.060
6829.494,70.000,68.700,1,1034459.829,162048.890
6830.513,70.000,68.734,1,1034813.132,162065.873
6831.485,70.000,68.813,1,1034887.051,162024.258
6832.515,70.000,68.900,1,1034462.314,162099.350
6833.493,70.000,68.919,1,1034549.003,162153.263
6834.503,70.000,69.000,1,1034758.812,162211.006
